CONTINENT,COUNTRY,POSTAL_CODE,CITY,STATE,COUNTY
Australia,AU,200,Australian National University,Australian Capital Territory,CANBERRA
Australia,AU,2540,Jervis Bay,Australian Capital Territory,NEW CNTRY WEST
Australia,AU,2540,Hmas Creswell,Australian Capital Territory,NEW CNTRY WEST
Australia,AU,2905,Calwell,Australian Capital Territory,CANBERRA
Australia,AU,2905,Gilmore,Australian Capital Territory,CANBERRA
Australia,AU,2906,Gordon,Australian Capital Territory,CANBERRA
Australia,AU,2906,Conder,Australian Capital Territory,CANBERRA
Australia,AU,2906,Banks,Australian Capital Territory,CANBERRA
Australia,AU,2911,Mitchell,Australian Capital Territory,CANBERRA
Australia,AU,2912,Gungahlin,Australian Capital Territory,CANBERRA
Australia,AU,2913,Ginninderra Village,Australian Capital Territory,CANBERRA
Australia,AU,2913,Palmerston,Australian Capital Territory,CANBERRA
Australia,AU,2913,Nicholls,Australian Capital Territory,CANBERRA
Australia,AU,2913,Ngunnawal,Australian Capital Territory,CANBERRA
Australia,AU,2914,Amaroo,Australian Capital Territory,CANBERRA
Australia,AU,1215,Australia Square,New South Wales,SYDNEY STREETS
Australia,AU,1220,Grosvenor Place,New South Wales,SYDNEY STREETS
Australia,AU,1225,Royal Exchange,New South Wales,SYDNEY STREETS
Australia,AU,1230,Queen Victoria Building,New South Wales,SYDNEY STREETS
Australia,AU,1235,Sydney South,New South Wales,SYDNEY STREETS
Australia,AU,1240,Haymarket,New South Wales,SYDNEY STREETS
Australia,AU,1300,Darlinghurst,New South Wales,SYDNEY STREETS
Australia,AU,1335,Potts Point,New South Wales,SYDNEY STREETS
Australia,AU,1340,Kings Cross,New South Wales,SYDNEY STREETS
Australia,AU,1350,Woollahra,New South Wales,BONDI
Australia,AU,1355,Bondi Junction,New South Wales,BONDI
Australia,AU,1360,Double Bay,New South Wales,BONDI
Australia,AU,1363,Moore Park,New South Wales,BONDI
Australia,AU,1435,Alexandria,New South Wales,BONDI
Australia,AU,1445,Rosebery,New South Wales,BONDI
Australia,AU,1450,Camperdown,New South Wales,LEICHHARDT
Australia,AU,1455,Botany,New South Wales,BONDI
Australia,AU,1460,Mascot,New South Wales,BONDI
Australia,AU,1465,Kensington,New South Wales,BONDI
Australia,AU,1466,Unsw Sydney,New South Wales,BONDI
Australia,AU,1470,Drummoyne,New South Wales,LEICHHARDT
Australia,AU,1475,Marrickville,New South Wales,LEICHHARDT
Australia,AU,1480,Kingsgrove,New South Wales,ST GEORGE
Australia,AU,1481,Hurstville Bc,New South Wales,ST GEORGE
Australia,AU,1485,Kogarah,New South Wales,ST GEORGE
Australia,AU,1490,Miranda,New South Wales,ILLAWARRA
Australia,AU,1495,Caringbah,New South Wales,ILLAWARRA
Australia,AU,1499,Sutherland,New South Wales,ILLAWARRA
Australia,AU,1515,West Chatswood,New South Wales,CHATSWOOD
Australia,AU,1560,Northbridge,New South Wales,CHATSWOOD
Australia,AU,1565,Milsons Point,New South Wales,CHATSWOOD
Australia,AU,1570,Artarmon,New South Wales,CHATSWOOD
Australia,AU,1585,Crows Nest,New South Wales,CHATSWOOD
Australia,AU,1590,St Leonards,New South Wales,CHATSWOOD
Australia,AU,1595,Lane Cove,New South Wales,CHATSWOOD
Australia,AU,1630,Hornsby,New South Wales,GOSFORD
Australia,AU,1635,Hornsby Westfield,New South Wales,GOSFORD
Australia,AU,1639,Frenchs Forest,New South Wales,WARRINGAH
Australia,AU,1670,North Ryde Bc,New South Wales,GOSFORD
Australia,AU,1675,Gladesville,New South Wales,CHATSWOOD
Australia,AU,1680,Ryde,New South Wales,GOSFORD
Australia,AU,1685,West Ryde,New South Wales,GOSFORD
Australia,AU,1700,Ermington,New South Wales,PARRAMATTA
Australia,AU,1701,Rydalmere Bc,New South Wales,PARRAMATTA
Australia,AU,1710,Epping,New South Wales,GOSFORD
Australia,AU,1715,Pennant Hills,New South Wales,GOSFORD
Australia,AU,1730,Seven Hills,New South Wales,RICHMOND
Australia,AU,1750,North Parramatta,New South Wales,PARRAMATTA
Australia,AU,1755,Baulkham Hills,New South Wales,RICHMOND
Australia,AU,1765,Castle Hill,New South Wales,RICHMOND
Australia,AU,1790,St Marys,New South Wales,PENRITH
Australia,AU,1800,Ashfield,New South Wales,ST GEORGE
Australia,AU,1805,Burwood,New South Wales,PARRAMATTA
Australia,AU,1811,Silverwater,New South Wales,PARRAMATTA
Australia,AU,1825,Lidcombe,New South Wales,PARRAMATTA
Australia,AU,1835,Auburn,New South Wales,BANKSTOWN
Australia,AU,1851,Wetherill Park Dc,New South Wales,BANKSTOWN
Australia,AU,1860,Fairfield,New South Wales,BANKSTOWN
Australia,AU,1871,Liverpool,New South Wales,CAMPBELLTOWN
Australia,AU,1875,Moorebank,New South Wales,CAMPBELLTOWN
Australia,AU,1885,Bankstown,New South Wales,BANKSTOWN
Australia,AU,1890,Ingleburn,New South Wales,CAMPBELLTOWN
Australia,AU,1891,Milperra,New South Wales,BANKSTOWN
Australia,AU,2000,Dawes Point,New South Wales,SYDNEY STREETS
Australia,AU,2232,Sutherland,New South Wales,ILLAWARRA
Australia,AU,2232,Kareela,New South Wales,ILLAWARRA
Australia,AU,2250,Niagara Park,New South Wales,PYMBLE
Australia,AU,2250,Kulnura,New South Wales,PYMBLE
Australia,AU,2250,Somersby,New South Wales,PYMBLE
Australia,AU,2250,Matcham,New South Wales,PYMBLE
Australia,AU,2300,Newcastle East,New South Wales,HUNTER
Australia,AU,2300,Bar Beach,New South Wales,HUNTER
Australia,AU,2300,Cooks Hill,New South Wales,HUNTER
Australia,AU,2339,Willow Tree,New South Wales,NSW NORTH COAST
Australia,AU,2339,Warrah Creek,New South Wales,NSW NORTH COAST
Australia,AU,2340,Oxley Vale,New South Wales,NSW NORTH COAST
Australia,AU,2340,Dungowan,New South Wales,NSW NORTH COAST
Australia,AU,2340,Somerton,New South Wales,NSW NORTH COAST
Australia,AU,2484,Cudgera Creek,New South Wales,GOLD COAST
Australia,AU,2484,Chillingham,New South Wales,GOLD COAST
Australia,AU,2484,Crystal Creek,New South Wales,GOLD COAST
Australia,AU,2484,Numinbah,New South Wales,GOLD COAST
Australia,AU,2484,Dunbible,New South Wales,GOLD COAST
Australia,AU,2484,Stokers Siding,New South Wales,GOLD COAST
Australia,AU,2484,Bray Park,New South Wales,GOLD COAST
Australia,AU,2484,Doon Doon,New South Wales,GOLD COAST
Australia,AU,2484,Uki,New South Wales,GOLD COAST
Australia,AU,2484,Palmvale,New South Wales,GOLD COAST
Australia,AU,2484,Murwillumbah,New South Wales,GOLD COAST
Australia,AU,2484,Kunghur,New South Wales,GOLD COAST
Australia,AU,2484,Eungella,New South Wales,GOLD COAST
Australia,AU,2484,Dungay,New South Wales,GOLD COAST
Australia,AU,2484,Tyalgum,New South Wales,GOLD COAST
Australia,AU,2484,Condong,New South Wales,GOLD COAST
Australia,AU,2485,Tweed Heads,New South Wales,TOOWOOMBA SE CNR
Australia,AU,2485,Tweed Heads West,New South Wales,TOOWOOMBA SE CNR
Australia,AU,2486,Bilambil,New South Wales,TOOWOOMBA SE CNR
Australia,AU,2486,Banora Point,New South Wales,TOOWOOMBA SE CNR
Australia,AU,2486,Carool,New South Wales,TOOWOOMBA SE CNR
Australia,AU,2486,Terranora,New South Wales,TOOWOOMBA SE CNR
Australia,AU,2486,Tweed Heads South,New South Wales,TOOWOOMBA SE CNR
Australia,AU,2487,Stotts Creek,New South Wales,TOOWOOMBA SE CNR
Australia,AU,2487,Fingal Head,New South Wales,TOOWOOMBA SE CNR
Australia,AU,2487,Kingscliff,New South Wales,TOOWOOMBA SE CNR
Australia,AU,2487,Cudgen,New South Wales,TOOWOOMBA SE CNR
Australia,AU,2487,Duranbah,New South Wales,TOOWOOMBA SE CNR
Australia,AU,2487,Chinderah,New South Wales,TOOWOOMBA SE CNR
Australia,AU,2488,Bogangar,New South Wales,TOOWOOMBA SE CNR
Australia,AU,2488,Cabarita Beach,New South Wales,TOOWOOMBA SE CNR
Australia,AU,2489,Pottsville,New South Wales,TOOWOOMBA SE CNR
Australia,AU,2489,Hastings Point,New South Wales,TOOWOOMBA SE CNR
Australia,AU,2490,Tumbulgum,New South Wales,TOOWOOMBA SE CNR
Australia,AU,2535,Bellawongarah,New South Wales,NEW CNTRY WEST
Australia,AU,2535,Shoalhaven Heads,New South Wales,NEW CNTRY WEST
Australia,AU,2535,Berry,New South Wales,NEW CNTRY WEST
Australia,AU,2535,Jaspers Brush,New South Wales,NEW CNTRY WEST
Australia,AU,2535,Coolangatta,New South Wales,NEW CNTRY WEST
Australia,AU,2535,Wattamolla,New South Wales,NEW CNTRY WEST
Australia,AU,2535,Woodhill,New South Wales,NEW CNTRY WEST
Australia,AU,2535,Budderoo,New South Wales,NEW CNTRY WEST
Australia,AU,2536,South Durras,New South Wales,NEW CNTRY WEST
Australia,AU,2536,Malua Bay,New South Wales,NEW CNTRY WEST
Australia,AU,2536,East Lynne,New South Wales,NEW CNTRY WEST
Australia,AU,2536,Benandarah,New South Wales,NEW CNTRY WEST
Australia,AU,2580,Woodhouselee,New South Wales,CANBERRA
Australia,AU,2580,Bannister,New South Wales,CANBERRA
Australia,AU,2580,Lake Bathurst,New South Wales,CANBERRA
Australia,AU,2580,Bungonia,New South Wales,CANBERRA
Australia,AU,2580,Yarra,New South Wales,CANBERRA
Australia,AU,2580,Wombeyan Caves,New South Wales,CANBERRA
Australia,AU,2580,Roslyn,New South Wales,CANBERRA
Australia,AU,2580,Taralga,New South Wales,CANBERRA
Australia,AU,2580,Kingsdale,New South Wales,CANBERRA
Australia,AU,2580,Tarago,New South Wales,CANBERRA
Australia,AU,2648,Curlwaa,New South Wales,VIC FAR COUNTRY
Australia,AU,2648,Pomona,New South Wales,VIC FAR COUNTRY
Australia,AU,2648,Pooncarie,New South Wales,VIC FAR COUNTRY
Australia,AU,2648,Wentworth,New South Wales,VIC FAR COUNTRY
Australia,AU,2648,Rufus River,New South Wales,VIC FAR COUNTRY
Australia,AU,2648,Palinyewah,New South Wales,VIC FAR COUNTRY
Australia,AU,2648,Cal Lal,New South Wales,VIC FAR COUNTRY
Australia,AU,2648,Mourquong,New South Wales,VIC FAR COUNTRY
Australia,AU,2745,Wallacia,New South Wales,PENRITH
Australia,AU,2745,Greendale,New South Wales,PENRITH
Australia,AU,2745,Luddenham,New South Wales,PENRITH
Australia,AU,2745,Regentville,New South Wales,PENRITH
Australia,AU,2745,Glenmore Park,New South Wales,PENRITH
Australia,AU,2763,Quakers Hill,New South Wales,RICHMOND
Australia,AU,2763,Acacia Gardens,New South Wales,RICHMOND
Australia,AU,2767,Doonside,New South Wales,RICHMOND
Australia,AU,2767,Woodcroft,New South Wales,RICHMOND
Australia,AU,2768,Stanhope Gardens,New South Wales,RICHMOND
Australia,AU,2768,Parklea,New South Wales,RICHMOND
Australia,AU,2768,Glenwood,New South Wales,RICHMOND
Australia,AU,2775,Wisemans Ferry,New South Wales,RICHMOND
Australia,AU,2775,St Albans,New South Wales,RICHMOND
Australia,AU,2775,Central Macdonald,New South Wales,RICHMOND
Australia,AU,2775,Spencer,New South Wales,RICHMOND
Australia,AU,2775,Laughtondale,New South Wales,RICHMOND
Australia,AU,2775,Lower Hawkesbury,New South Wales,RICHMOND
Australia,AU,4000,Brisbane,Queensland,BRIS CITY CNTRY
Australia,AU,4000,Spring Hill,Queensland,BRIS CITY CNTRY
Australia,AU,4000,Brisbane Adelaide Street,Queensland,BRIS CITY CNTRY
Australia,AU,4012,Toombul,Queensland,NORTHGATE NORTH
Australia,AU,4012,Wavell Heights North,Queensland,NORTHGATE NORTH
Australia,AU,4059,Kelvin Grove Bc,Queensland,NORTHGATE NORTH
Australia,AU,4060,Ashgrove,Queensland,NORTHGATE NORTH
Australia,AU,4060,Dorrington,Queensland,NORTHGATE NORTH
Australia,AU,4061,The Gap,Queensland,NORTHGATE NORTH
Australia,AU,4064,Milton,Queensland,NORTHGATE NORTH
Australia,AU,4064,Paddington,Queensland,NORTHGATE NORTH
Australia,AU,4065,Bardon,Queensland,NORTHGATE NORTH
Australia,AU,4073,Sinnamon Park,Queensland,UNDERWOOD CENT
Australia,AU,4073,Seventeen Mile Rocks,Queensland,UNDERWOOD CENT
Australia,AU,4074,Jindalee,Queensland,UNDERWOOD CENT
Australia,AU,4114,Kingston,Queensland,UNDERWOOD SOUTH
Australia,AU,4114,Logan City Dc,Queensland,UNDERWOOD SOUTH
Australia,AU,4114,Logan Central,Queensland,UNDERWOOD SOUTH
Australia,AU,4114,Woodridge,Queensland,UNDERWOOD SOUTH
Australia,AU,4117,Berrinba,Queensland,UNDERWOOD SOUTH
Australia,AU,4117,Karawatha,Queensland,UNDERWOOD SOUTH
Australia,AU,4119,Underwood,Queensland,UNDERWOOD SOUTH
Australia,AU,4121,Tarragindi,Queensland,UNDERWOOD SOUTH
Australia,AU,4210,Studio Village,Queensland,GOLD COAST
Australia,AU,4210,Maudsland,Queensland,GOLD COAST
Australia,AU,4210,Wongawallan,Queensland,GOLD COAST
Australia,AU,4210,Oxenford,Queensland,GOLD COAST
Australia,AU,4210,Guanaba,Queensland,GOLD COAST
Australia,AU,4211,Nerang,Queensland,GOLD COAST
Australia,AU,4211,Mount Nathan,Queensland,GOLD COAST
Australia,AU,4211,Numinbah Valley,Queensland,GOLD COAST
Australia,AU,4211,Clagiraba,Queensland,GOLD COAST
Australia,AU,4211,Gaven,Queensland,GOLD COAST
Australia,AU,4211,Carrara,Queensland,GOLD COAST
Australia,AU,4211,Advancetown,Queensland,GOLD COAST
Australia,AU,4211,Natural Bridge,Queensland,GOLD COAST
Australia,AU,4211,Gilston,Queensland,GOLD COAST
Australia,AU,4211,Pacific Pines,Queensland,GOLD COAST
Australia,AU,4211,Beechmont,Queensland,GOLD COAST
Australia,AU,4211,Highland Park,Queensland,GOLD COAST
Australia,AU,4212,Hope Island,Queensland,GOLD COAST
Australia,AU,4212,Sanctuary Cove,Queensland,GOLD COAST
Australia,AU,4212,Helensvale Town Centre,Queensland,GOLD COAST
Australia,AU,4212,Helensvale,Queensland,GOLD COAST
Australia,AU,4213,Springbrook,Queensland,GOLD COAST
Australia,AU,4213,Worongary,Queensland,GOLD COAST
Australia,AU,4213,Mudgeeraba,Queensland,GOLD COAST
Australia,AU,4213,Bonogin,Queensland,GOLD COAST
Australia,AU,4213,Tallai,Queensland,GOLD COAST
Australia,AU,4213,Austinville,Queensland,GOLD COAST
Australia,AU,4300,Gailes,Queensland,TOOWOOMBA SE CNR
Australia,AU,4300,Carole Park,Queensland,TOOWOOMBA SE CNR
Australia,AU,4300,Bellbird Park,Queensland,TOOWOOMBA SE CNR
Australia,AU,4300,Brookwater,Queensland,TOOWOOMBA SE CNR
Australia,AU,4300,Goodna,Queensland,TOOWOOMBA SE CNR
Australia,AU,4300,Augustine Heights,Queensland,TOOWOOMBA SE CNR
Australia,AU,4300,Springfield,Queensland,TOOWOOMBA SE CNR
Australia,AU,4300,Springfield Lakes,Queensland,TOOWOOMBA SE CNR
Australia,AU,4300,Camira,Queensland,TOOWOOMBA SE CNR
Australia,AU,4301,Redbank,Queensland,TOOWOOMBA SE CNR
Australia,AU,4301,Collingwood Park,Queensland,TOOWOOMBA SE CNR
Australia,AU,4301,Redbank Plains,Queensland,TOOWOOMBA SE CNR
Australia,AU,4303,Dinmore,Queensland,TOOWOOMBA SE CNR
Australia,AU,4303,New Chum,Queensland,TOOWOOMBA SE CNR
Australia,AU,4303,Riverview,Queensland,TOOWOOMBA SE CNR
Australia,AU,4304,Bundamba,Queensland,TOOWOOMBA SE CNR
Australia,AU,4304,Silkstone,Queensland,TOOWOOMBA SE CNR
Australia,AU,4304,Booval,Queensland,TOOWOOMBA SE CNR
Australia,AU,4304,Blackstone,Queensland,TOOWOOMBA SE CNR
Australia,AU,4304,North Booval,Queensland,TOOWOOMBA SE CNR
Australia,AU,4304,Ebbw Vale,Queensland,TOOWOOMBA SE CNR
Australia,AU,4305,North Tivoli,Queensland,TOOWOOMBA SE CNR
Australia,AU,4305,Yamanto,Queensland,TOOWOOMBA SE CNR
Australia,AU,4305,Raceview,Queensland,TOOWOOMBA SE CNR
Australia,AU,4305,West Ipswich,Queensland,TOOWOOMBA SE CNR
Australia,AU,4500,Strathpine,Queensland,NORTHGATE NORTH
Australia,AU,4500,Joyner,Queensland,NORTHGATE NORTH
Australia,AU,4500,Cashmere,Queensland,NORTHGATE NORTH
Australia,AU,4500,Brendale,Queensland,NORTHGATE NORTH
Australia,AU,4500,Bray Park,Queensland,NORTHGATE NORTH
Australia,AU,4500,Clear Mountain,Queensland,NORTHGATE NORTH
Australia,AU,4500,Warner,Queensland,NORTHGATE NORTH
Australia,AU,4501,Lawnton,Queensland,NORTHGATE NORTH
Australia,AU,4502,Petrie,Queensland,NORTHGATE NORTH
Australia,AU,4503,Kurwongbah,Queensland,NORTHGATE NORTH
Australia,AU,4503,Murrumba Downs,Queensland,NORTHGATE NORTH
Australia,AU,4503,Whiteside,Queensland,NORTHGATE NORTH
Australia,AU,4503,Griffin,Queensland,NORTHGATE NORTH
Australia,AU,4503,Dakabin,Queensland,NORTHGATE NORTH
Australia,AU,4503,Kallangur,Queensland,NORTHGATE NORTH
Australia,AU,4504,Narangba,Queensland,NORTHGATE NORTH
Australia,AU,4505,Burpengary,Queensland,NORTHGATE NORTH
Australia,AU,4506,Morayfield,Queensland,NORTHGATE NORTH
Australia,AU,4508,Deception Bay,Queensland,NORTHGATE NORTH
Australia,AU,4509,Mango Hill,Queensland,NORTHGATE NORTH
Australia,AU,4510,Beachmere,Queensland,NORTHGATE NORTH
Australia,AU,4510,Donnybrook,Queensland,NORTHGATE NORTH
Australia,AU,4510,Caboolture,Queensland,NORTHGATE NORTH
Australia,AU,4510,Caboolture South,Queensland,NORTHGATE NORTH
Australia,AU,4510,Toorbul,Queensland,NORTHGATE NORTH
Australia,AU,4512,Bracalba,Queensland,NORTHGATE NORTH
Australia,AU,4512,Wamuran Basin,Queensland,NORTHGATE NORTH
Australia,AU,4512,Wamuran,Queensland,NORTHGATE NORTH
Australia,AU,4514,Woodford,Queensland,NORTHGATE NORTH
Australia,AU,4514,Commissioners Flat,Queensland,NORTHGATE NORTH
Australia,AU,4514,Stony Creek,Queensland,NORTHGATE NORTH
Australia,AU,4514,Mount Archer,Queensland,NORTHGATE NORTH
Australia,AU,4514,Mount Delaney,Queensland,NORTHGATE NORTH
Australia,AU,4515,Hazledean,Queensland,NORTHGATE NORTH
Australia,AU,4515,Jimna,Queensland,NORTHGATE NORTH
Australia,AU,4515,Monsildale,Queensland,NORTHGATE NORTH
Australia,AU,4515,Kilcoy,Queensland,NORTHGATE NORTH
Australia,AU,4516,Elimbah,Queensland,NORTHGATE NORTH
Australia,AU,4517,Beerburrum,Queensland,NORTHGATE NORTH
Australia,AU,4518,Glass House Mountains,Queensland,NORTHGATE NORTH
Australia,AU,4519,Peachester,Queensland,NORTHGATE NORTH
Australia,AU,4519,Beerwah,Queensland,NORTHGATE NORTH
Australia,AU,4519,Crohamhurst,Queensland,NORTHGATE NORTH
Australia,AU,4519,Coochin Creek,Queensland,NORTHGATE NORTH
Australia,AU,4520,Yugar,Queensland,NORTHGATE NORTH
Australia,AU,4520,Closeburn,Queensland,NORTHGATE NORTH
Australia,AU,4520,Draper,Queensland,NORTHGATE NORTH
Australia,AU,4520,Highvale,Queensland,NORTHGATE NORTH
Australia,AU,4520,Samford,Queensland,NORTHGATE NORTH
Australia,AU,4520,Mount Samson,Queensland,NORTHGATE NORTH
Australia,AU,4520,Enoggera Reservoir,Queensland,NORTHGATE NORTH
Australia,AU,4550,Landsborough,Queensland,SUNSHINE MT ISA
Australia,AU,4551,Currimundi,Queensland,SUNSHINE MT ISA
Australia,AU,4551,Kings Beach,Queensland,SUNSHINE MT ISA
Australia,AU,4551,Moffat Beach,Queensland,SUNSHINE MT ISA
Australia,AU,4551,Caloundra,Queensland,SUNSHINE MT ISA
Australia,AU,4551,Caloundra West,Queensland,SUNSHINE MT ISA
Australia,AU,4677,Agnes Water,Queensland,CENTRAL QLD
Australia,AU,4677,Colosseum,Queensland,CENTRAL QLD
Australia,AU,4677,Miriam Vale,Queensland,CENTRAL QLD
Australia,AU,4677,Mount Tom,Queensland,CENTRAL QLD
Australia,AU,4677,Seventeen Seventy,Queensland,CENTRAL QLD
Australia,AU,4677,Captain Creek,Queensland,CENTRAL QLD
Australia,AU,4677,Round Hill,Queensland,CENTRAL QLD
Australia,AU,4677,Eurimbula,Queensland,CENTRAL QLD
Australia,AU,4678,Rodds Bay,Queensland,CENTRAL QLD
Australia,AU,4678,Bororen,Queensland,CENTRAL QLD
Australia,AU,4806,Carstairs,Queensland,NORTH QLD
Australia,AU,4806,Inkerman,Queensland,NORTH QLD
Australia,AU,872,Fregon,South Australia,ALICE SPRINGS
Australia,AU,872,Ernabella,South Australia,ALICE SPRINGS
Australia,AU,5000,Adelaide,South Australia,SA CITY SUBS
Australia,AU,5000,Rundle Mall,South Australia,SA CITY SUBS
Australia,AU,5000,Halifax Street,South Australia,SA CITY SUBS
Australia,AU,5000,Adelaide Bc,South Australia,SA CITY SUBS
Australia,AU,5000,Station Arcade,South Australia,SA CITY SUBS
Australia,AU,5000,Hutt Street,South Australia,SA CITY SUBS
Australia,AU,5007,Hindmarsh,South Australia,SA SUBS NEAR 1
Australia,AU,5007,Brompton,South Australia,SA SUBS NEAR 1
Australia,AU,5007,West Hindmarsh,South Australia,SA SUBS NEAR 1
Australia,AU,5007,Welland,South Australia,SA SUBS NEAR 1
Australia,AU,5007,Bowden,South Australia,SA SUBS NEAR 1
Australia,AU,5008,Dudley Park,South Australia,SA SUBS NEAR 1
Australia,AU,5008,Devon Park,South Australia,SA SUBS NEAR 1
Australia,AU,5008,Ridleyton,South Australia,SA SUBS NEAR 1
Australia,AU,5008,Croydon,South Australia,SA SUBS NEAR 1
Australia,AU,5008,West Croydon,South Australia,SA SUBS NEAR 1
Australia,AU,5008,Renown Park,South Australia,SA SUBS NEAR 1
Australia,AU,5009,Kilkenny,South Australia,SA SUBS NEAR 1
Australia,AU,5009,Beverley,South Australia,SA SUBS NEAR 1
Australia,AU,5009,Allenby Gardens,South Australia,SA SUBS NEAR 1
Australia,AU,5010,Regency Park,South Australia,SA SUBS NEAR 1
Australia,AU,5010,Regency Park Bc,South Australia,SA SUBS NEAR 1
Australia,AU,5010,Angle Park,South Australia,SA SUBS NEAR 1
Australia,AU,5050,Eden Hills,South Australia,SA SUBS NEAR 2
Australia,AU,5050,Bellevue Heights,South Australia,SA SUBS NEAR 2
Australia,AU,5051,Hawthorndene,South Australia,SA SUBS NEAR 2
Australia,AU,5051,Blackwood,South Australia,SA SUBS NEAR 2
Australia,AU,5051,Craigburn Farm,South Australia,SA SUBS NEAR 2
Australia,AU,5262,Binnum,South Australia,SA FAR
Australia,AU,5262,Hynam,South Australia,SA FAR
Europe,BE,2000,Antwerpen,Vlaanderen,Anvers
Europe,BE,2018,Antwerpen,Vlaanderen,Anvers
Europe,BE,2020,Antwerpen,Vlaanderen,Anvers
Europe,BE,2030,Antwerpen,Vlaanderen,Anvers
Europe,BE,2040,Lillo,Vlaanderen,Anvers
Europe,BE,2040,Berendrecht,Vlaanderen,Anvers
Europe,BE,2040,Zandvliet,Vlaanderen,Anvers
Europe,BE,2040,Antwerpen,Vlaanderen,Anvers
Europe,BE,2050,Antwerpen,Vlaanderen,Anvers
Europe,BE,2060,Antwerpen,Vlaanderen,Anvers
Europe,BE,2070,Zwijndrecht,Vlaanderen,Anvers
Europe,BE,2070,Burcht,Vlaanderen,Anvers
Europe,BE,2100,Deurne,Vlaanderen,Anvers
Europe,BE,2110,Wijnegem,Vlaanderen,Anvers
Europe,BE,2140,Borgerhout,Vlaanderen,Anvers
Europe,BE,2150,Borsbeek,Vlaanderen,Anvers
Europe,BE,2160,Wommelgem,Vlaanderen,Anvers
Europe,BE,2170,Merksem,Vlaanderen,Anvers
Europe,BE,2180,Ekeren,Vlaanderen,Anvers
Europe,BE,2200,Morkhoven,Vlaanderen,Anvers
Europe,BE,1500,Halle,Vlaanderen,Brabant Flamand
Europe,BE,1501,Buizingen,Vlaanderen,Brabant Flamand
Europe,BE,1502,Lembeek,Vlaanderen,Brabant Flamand
Europe,BE,1540,Herfelingen,Vlaanderen,Brabant Flamand
Europe,BE,1540,Herne,Vlaanderen,Brabant Flamand
Europe,BE,3500,Hasselt,Vlaanderen,Limbourg
Europe,BE,1300,Limal,Wallonie,Brabant Wallon
Europe,BE,1300,Wavre,Wallonie,Brabant Wallon
Europe,BE,1301,Bierges,Wallonie,Brabant Wallon
Europe,BE,1310,La Hulpe,Wallonie,Brabant Wallon
Europe,BE,1315,Opprebais,Wallonie,Brabant Wallon
Europe,BE,1315,Glimes,Wallonie,Brabant Wallon
Europe,BE,1315,Incourt,Wallonie,Brabant Wallon
Europe,BE,1320,Beauvechain,Wallonie,Brabant Wallon
Europe,BE,1320,Nodebais,Wallonie,Brabant Wallon
Europe,BE,6000,Charleroi,Wallonie,Hainaut
Europe,BE,6001,Marcinelle,Wallonie,Hainaut
Europe,BE,6010,Couillet,Wallonie,Hainaut
Europe,BE,6020,Dampremy,Wallonie,Hainaut
Europe,BE,6030,Goutroux,Wallonie,Hainaut
Europe,BE,6040,Jumet,Wallonie,Hainaut
Europe,BE,6600,Noville,Wallonie,Luxembourg
Europe,BE,6600,Bastogne,Wallonie,Luxembourg
Europe,BE,5000,Namur,Wallonie,Namur
Europe,BE,5000,Beez,Wallonie,Namur
Europe,BE,5001,Belgrade,Wallonie,Namur
Europe,BE,5004,Bouge,Wallonie,Namur
Europe,BE,5020,Flawinne,Wallonie,Namur
Europe,BE,5020,Vedrin,Wallonie,Namur
Europe,BE,5020,Temploux,Wallonie,Namur
Europe,BE,5020,Malonne,Wallonie,Namur
Europe,BE,5020,Daussoulx,Wallonie,Namur
Europe,BE,5020,Champion,Wallonie,Namur
Europe,BE,5021,Boninne,Wallonie,Namur
Europe,BE,5030,Gembloux,Wallonie,Namur
Europe,BE,5030,Ernage,Wallonie,Namur
Europe,BE,5030,Beuzet,Wallonie,Namur
Europe,BE,5032,Bothey,Wallonie,Namur
Europe,BE,5032,Mazy,Wallonie,Namur
Europe,BE,5032,Isnes,Wallonie,Namur
Europe,BE,5060,Auvelais,Wallonie,Namur
Europe,BE,5060,Sambreville,Wallonie,Namur
Europe,BE,5060,Arsimont,Wallonie,Namur
Europe,BE,5060,Falisolle,Wallonie,Namur
Europe,BE,5060,Tamines,Wallonie,Namur
Europe,BE,5070,Le Roux,Wallonie,Namur
Europe,BE,5070,Vitrival,Wallonie,Namur
Europe,BE,5070,Aisemont,Wallonie,Namur
Europe,BE,5080,Warisoulx,Wallonie,Namur
Europe,BE,5080,Emines,Wallonie,Namur
Asia,CH,5000,Aarau,Kanton Aargau,Bezirk Aarau
Asia,CH,5001,Aarau 1,Kanton Aargau,Bezirk Aarau
Asia,CH,5004,Aarau,Kanton Aargau,Bezirk Aarau
Asia,CH,5017,Barmelweid,Kanton Aargau,Bezirk Aarau
Asia,CH,5018,Erlinsbach,Kanton Aargau,Bezirk Aarau
Asia,CH,5022,Rombach,Kanton Aargau,Bezirk Aarau
Asia,CH,5023,Biberstein,Kanton Aargau,Bezirk Aarau
Asia,CH,5024,Küttigen,Kanton Aargau,Bezirk Aarau
Asia,CH,5025,Asp,Kanton Aargau,Bezirk Aarau
Asia,CH,5026,Densbüren,Kanton Aargau,Bezirk Aarau
Asia,CH,5032,Aarau Rohr,Kanton Aargau,Bezirk Aarau
Asia,CH,5033,Buchs AG,Kanton Aargau,Bezirk Aarau
Asia,CH,5034,Suhr,Kanton Aargau,Bezirk Aarau
Asia,CH,5035,Unterentfelden,Kanton Aargau,Bezirk Aarau
